Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_g19363	28.6	33.2	33.2	31.2	28	34	38.5	41.3	44.8	32.8	40.2	44.2	30.1	30.8
Montipora_capitata_PredGene_g32150	54.9	41.5	51.4	48.2	70.7	55.5	43.4	44	25.3	74.4	66.6	18.5	52.7	46.4
Montipora_capitata_PredGene_g7897	138.2	183.6	171.8	161.5	157.5	180.1	144.3	170	189.2	175.8	135.9	163.9	153.1	141.9
Montipora_capitata_PredGene_g60357	139.2	176.7	162.5	165.2	158.1	152.5	161.1	173.8	151.6	166.9	153.9	117.4	152.9	165.4
Montipora_capitata_PredGene_g42739	342.3	354.3	407.7	324.8	174.6	212.8	352	364.4	411.6	438.7	371.9	303.3	374.6	361.4
Montipora_capitata_PredGene_g69702	53.9	46.3	46	59.2	55.1	50.4	37.6	38.1	47.3	37.9	36.8	45.4	42.7	43.4
Montipora_capitata_PredGene_adi2mcaRNA24510_R0	25.2	41.5	29.6	38.6	43.1	45.3	26.9	26.1	14.1	22.3	23.6	31.1	35.7	38.9
Montipora_capitata_PredGene_g10251	65.1	81.5	85.9	67.3	75.5	80.7	75.2	81.2	62.8	60.2	65.6	74.5	63.7	74.2
Montipora_capitata_PredGene_g58571	65	65	63.6	72.6	68.8	74.6	66.4	78.7	64.5	80	76.3	79.3	49.9	66.8
Montipora_capitata_PredGene_g50798	20.1	29.5	24.4	26.5	29.1	24.5	24.7	30	25.7	21.1	26.9	25.4	24.4	23.5
Montipora_capitata_PredGene_g58944	1964.8	2262.7	2263.2	2150.3	2282.8	1996.7	2563.4	3193.4	1830.9	1989.3	2758.2	2337	2606.7	2483.5
Montipora_capitata_PredGene_adi2mcaRNA30835_R0	509.4	549.6	619.1	495	586.7	616.5	521.8	528.7	503	448.6	411.1	669.2	541.2	610
Montipora_capitata_PredGene_adi2mcaRNA6696_R0	1013.3	1402.6	1680	925.9	1148	1295.1	1503.9	1141.4	1275.6	957.3	1579.7	1057.6	1425.4	1399.9
Montipora_capitata_PredGene_g56265	273.2	254.4	271	280.3	350.5	306.4	229.2	245.2	242.4	266.4	213.8	243.6	294.6	262
Montipora_capitata_PredGene_g53769	285.6	294.7	308.8	298.4	312.9	316.1	255.7	240.7	369.2	301.9	259.1	328.5	306.8	293.8
Montipora_capitata_PredGene_g15157	948	899.6	862.8	1081.3	946.5	863.2	844.3	915.9	775.8	889	845.8	922.8	839.5	984.8
Montipora_capitata_PredGene_g64607	79.9	75.5	82.5	80	82.7	85.7	84.9	101.7	81.8	63.3	65.6	111.9	73.2	72.9
Montipora_capitata_PredGene_g6737	71.1	99	87.1	88.4	67.6	70.6	87.2	74.1	86.3	70.1	79.7	76.5	64.8	83.5
Montipora_capitata_PredGene_g32955	45.3	52	52.3	49.3	41	51.4	41.3	41.8	65.9	62.8	43.3	51.1	39	39
Montipora_capitata_PredGene_g28186	63.6	61.2	72.7	58.6	58.3	64.3	72.5	66.6	76.1	64.7	66.1	76.4	64.5	63.6
Montipora_capitata_PredGene_g32000	8.2	12.5	12.4	9.1	8.9	10.8	9.1	10.5	12.4	11.7	8.5	8.3	10	9.8
Montipora_capitata_PredGene_g5872	308.9	264.9	275.5	325.6	280	322.9	241.4	229.5	432.9	235.1	232.1	282.7	264.3	254.2
Montipora_capitata_PredGene_g2267	464.7	507.3	521.3	495.5	496.1	501	494.1	500.1	508.3	431.3	398	510.7	482.6	474.9
Montipora_capitata_PredGene_adi2mcaRNA31045_R0	22.9	18.2	19.7	23.3	36.7	28	21.3	14.9	21.5	37.2	31.3	33.3	22.6	26.5
Montipora_capitata_PredGene_g10191	304.6	261.3	263.7	331.1	241.1	267.3	239.5	257.2	366	373.3	273	320.3	212.9	253
Montipora_capitata_PredGene_g34567	6.8	13.9	10.8	9.6	11.6	10.6	8.5	6.8	15.2	11	11	9	8.7	11.3
Montipora_capitata_PredGene_g44867	31.8	34.8	33.1	36.6	46.6	42.8	32.8	42.6	43.1	39.7	41	44.2	41.1	34
Montipora_capitata_PredGene_g2722	19.6	16.4	21	16.8	22	20.5	19.1	22.4	20.4	14.5	18	23.2	11	16.1
Montipora_capitata_PredGene_g60537	118.5	121	116.7	134.9	119.9	112.8	120.3	137.3	204.1	112.9	144.6	83.8	218	135.2
Montipora_capitata_PredGene_g27146	1129.5	1579.3	1434.5	1366.8	1303.2	1168.3	1641.6	1864.8	1333.5	1335.9	1611	1085.1	1341.1	1287.3
Montipora_capitata_PredGene_adi2mcaRNA12432_R0	423.9	422.3	450.8	436.2	422.4	483.9	400.4	414.4	348.8	332.7	335.4	526.3	413.4	349.2
Montipora_capitata_PredGene_g58240	158.1	155.4	153.5	175.7	179.5	157.5	177.6	166.9	210.8	173.7	146.7	179.3	147.5	176.9
Montipora_capitata_PredGene_adi2mcaRNA15607_R0	76.7	67.9	76.9	74.3	108	64.3	49.1	60.7	74.9	61.6	84.8	92.9	119.2	65.4
Montipora_capitata_PredGene_g25382	124.6	119.9	135.9	120.7	152.6	137.7	98.8	87.5	122.2	84.7	97.5	107.7	133.7	91.8
Montipora_capitata_PredGene_adi2mcaRNA30866_R1	45.9	55.7	52.7	53.3	51.4	58.1	38.8	38	62.8	52.1	33.1	55.1	59.1	60.4
Montipora_capitata_PredGene_g71417	7.9	12.7	9.3	11.8	11.3	8.9	9.5	11.4	15.6	13.7	9.5	15.6	7.8	4.2
Montipora_capitata_PredGene_g70219	14.7	28.2	23	19.8	18.2	19.1	16.4	15.7	12.5	16	22.2	15.9	20.8	21.5
Montipora_capitata_PredGene_g37882	1313.8	1548.3	1558.5	1437	1376.9	1504.1	1614.9	1621.8	945.7	1373.1	1251.5	735.2	1525.1	1442.8
Montipora_capitata_PredGene_g41995	578.9	617.4	690.7	569.6	670.6	704.9	521	642.3	55	392.9	422	1123.7	374.5	551.4
Montipora_capitata_PredGene_g9358	490.8	412.3	522.4	426.4	371.6	431.2	440.4	451.4	266.6	438.3	445.8	619.7	439.5	381.3
Montipora_capitata_PredGene_g10955	387.3	414.2	425.1	415.2	409.4	411.8	455.2	439.5	438.5	473.2	413.8	493.1	455.3	395.3
Montipora_capitata_PredGene_g23950	87.4	99.6	100.4	95.3	106.6	101	92.9	85.1	51.8	75.1	83.5	56.1	104.9	74
Montipora_capitata_PredGene_g36428	14.4	11.4	12.8	14.1	12.2	10.5	10.4	10.1	11.2	13	16.1	8.8	8.3	8.3
Montipora_capitata_PredGene_adi2mcaRNA18945_R0	85.1	94.9	91.5	97.4	118.2	102.5	57.3	79.4	87.8	81.8	84.3	113.5	121.6	91.5
Montipora_capitata_PredGene_g59120	27.2	24.1	24.1	30	21.2	25.8	23.4	25	18.8	27.1	15.3	14.1	16.2	19.1
Montipora_capitata_PredGene_g2701	114	112.4	135.3	104.3	97.2	134.8	122.6	84.5	131.3	93.9	74.2	114	114.1	128.5
Montipora_capitata_PredGene_g39788	399.3	293.6	413	312.7	350.5	290.9	338.3	310.1	154.6	380.1	404	143.9	474.3	304.1
Montipora_capitata_PredGene_g50128	17.9	27.3	21	25.6	25	19.2	22.2	22.1	19.8	25.5	15.7	24.8	14.7	28.2
Montipora_capitata_PredGene_g1263	1768.9	1711.2	1862.7	1796.4	1694.6	1735.1	1817.7	1901.2	1748.8	1851.1	1771	1573.6	1692.5	1571.5
Montipora_capitata_PredGene_g636	40.8	101.9	94.3	48.7	88.2	83.4	86	77.1	43.9	53.5	71.1	76	96.4	101.1
Montipora_capitata_PredGene_g62129	337.4	509.3	542.8	349.6	372.3	376	371.1	345.6	465.6	335.6	296.3	376.6	226.4	227.6
Montipora_capitata_PredGene_g70889	41	50.9	55.5	41.5	42.8	44.4	41.2	28.6	40.2	38.2	28.8	25.1	48.7	44.8
Montipora_capitata_PredGene_g43178	323.1	217.7	173.1	448.5	185	223.2	302.7	337.8	71.6	455.4	294.5	69.8	178.2	188
Montipora_capitata_PredGene_g7253	415.4	425.3	469.9	416.1	395.9	467.7	547.3	624.6	324.5	424.3	606.8	463.8	383	413.1
Montipora_capitata_PredGene_g61802	198.8	211.7	231	201.8	188.8	201.3	223.3	208.4	152.8	212	207.6	100.2	189.2	197.9
Montipora_capitata_PredGene_g19295	144.8	143.9	135.7	170	118.5	128.9	154.3	167.6	185.1	179.8	179.9	213.9	135.4	219
Montipora_capitata_PredGene_g11771	84.6	213.4	277.2	72	338.5	262.7	257.6	255.9	99.6	101.1	234.8	160	249.6	198.4
Montipora_capitata_PredGene_g3623	37.2	38	39.2	39.9	33	38.2	22.4	30.7	39.8	39.8	31.1	41.5	43.1	39.5
Montipora_capitata_PredGene_g43301	310.6	276.9	303.4	313.4	343.7	326.2	275	274.8	268.7	291.2	275.2	246.7	274.7	293.3
Montipora_capitata_PredGene_g64487	5	9.5	6.4	8.2	11.1	12.4	9.3	10	9.7	8.6	11	5.6	8.3	6.9
Montipora_capitata_PredGene_g9361	114.1	93.1	103.4	113.7	95.3	101.1	81.7	70	62.3	118.8	87.9	88.4	97.8	110.9
Montipora_capitata_PredGene_g35451	3151.4	2359.6	2629.9	3132.9	2671.7	2575.6	2563.6	2909.4	2338.8	2754.8	2974.9	2395.7	3248.5	2475.7
Montipora_capitata_PredGene_g15582	316.2	152	211.6	252	139.7	186.6	302.8	283.4	201.7	212.8	344.4	190	121.6	135.4
Montipora_capitata_PredGene_g38036	43.9	39	39.9	47.5	39.1	41.7	44.7	38.5	32.2	41.3	29.3	40.5	40.5	39.2
Montipora_capitata_PredGene_g9814	35.1	32.4	32	39.4	42.6	32.6	36.2	43.1	32	35	35.5	30.7	30.3	31.1
Montipora_capitata_PredGene_g54392	54.5	68.7	77	53.9	51.3	54.9	44.2	43.1	81.3	55	54.2	73.1	53.5	39.6
Montipora_capitata_PredGene_adi2mcaRNA10664_R0	24.3	24.6	25.7	25.8	28.3	25.1	22.5	23.3	31.3	23.4	26.1	31.2	22.4	27.1
Montipora_capitata_PredGene_g3043	36.9	48.5	46.9	42.2	37.4	48.6	30.8	30.5	30.1	33.7	23.1	35.2	37.2	49
Montipora_capitata_PredGene_g32332	92.3	95.5	85.1	115	90.1	72.7	99	112.7	105.4	92.7	98.2	95.3	89.1	74.8
Montipora_capitata_PredGene_g64793	159.8	133.2	158.4	149.3	142.8	147.6	211.2	216.8	137.1	141.8	180.5	171.1	143.7	134.4
Montipora_capitata_PredGene_g45077	735.2	743	806.4	753	632.8	754.4	739.6	598	791.3	753.9	599.1	640.3	711.5	756.2
Montipora_capitata_PredGene_g28275	440	396.2	448.6	431.9	387.2	417.9	629.8	673.6	230.9	438.7	662.5	359.5	430.5	355.1
Montipora_capitata_PredGene_g36522	326	285.4	340.9	303.2	297.6	263.1	363.8	340.6	267.6	282.5	309.5	311.8	260.4	283.3
Montipora_capitata_PredGene_g54978	412.9	380.2	438.5	397.8	390.3	397.3	388.9	408.8	421.1	348.5	368.6	346.2	390.6	391
Montipora_capitata_PredGene_g45429	46	37.6	23.5	82.1	31.1	32.1	27.4	27.5	33.6	51.2	79.3	50.7	31	47
Montipora_capitata_PredGene_g57118	7	8.9	8.2	8.4	8.1	7.4	8.6	10.8	9.2	9.5	5.8	8.9	12.4	7.7
Montipora_capitata_PredGene_g58672	34.8	41.1	43.7	36.5	31.6	23	28.2	25.4	22.8	38.3	56.4	43.7	46.8	34.3
Montipora_capitata_PredGene_g45557	45.7	58.7	50.8	58.8	70.8	58.6	55.8	60.2	43.8	55.7	59	54.6	45.6	51.5
Montipora_capitata_PredGene_g47222	51	54.2	51.2	60	70.9	56.5	37.3	40.9	40.6	44.2	29.9	40.1	72.3	51
Montipora_capitata_PredGene_adi2mcaRNA21088_R0	654.7	654.9	766.4	623.6	613.8	689.5	851.1	595.1	610.3	440.9	510.4	280.8	795.9	686.1
Montipora_capitata_PredGene_g38033	615	573.3	758.4	518	478.1	505.3	732.2	581.4	510.6	545.2	584.6	458.3	522.1	677.1
Montipora_capitata_PredGene_g4381	110.4	99.6	113.7	107.9	129.7	120.8	104.7	93.3	115.7	100.7	163.8	118.6	121.3	119.6
Montipora_capitata_PredGene_g8792	30.9	42.9	41.6	35.5	38.9	48.3	22.5	25.7	74.6	39.9	27.4	41.5	30.3	41.4
Montipora_capitata_PredGene_g60688	34.3	28.5	26.2	41.4	34	26.4	26.2	27.6	32.3	33.8	24.6	49	25.6	31.2
Montipora_capitata_PredGene_g62582	210.2	236.1	299.9	184.8	289	280.6	172.5	186.1	229.5	176.2	126.4	191.9	269	232.1
Montipora_capitata_PredGene_g14557	362.2	325.7	361.6	364.6	340.8	357.3	308.8	282.3	325.3	324.3	280.3	355.3	328.4	345.8
Montipora_capitata_PredGene_adi2mcaRNA21262_R2	30.7	27.1	33.3	27.9	23.4	23.9	23.3	19.2	17.8	26.1	26.3	15.3	30.4	30.8
Montipora_capitata_PredGene_g26519	16.4	13.2	13.5	17.8	21.4	22	10.8	16.5	33.4	13.9	16	18.4	20.4	18.8
Montipora_capitata_PredGene_g36731	16.3	17.5	17.7	18	12.8	20.2	14.9	16.4	18.2	10.8	17.7	19.9	15.1	21.6
Montipora_capitata_PredGene_g59951	525.5	572.9	524.6	642.8	700.7	604.6	679.8	704.3	531.9	520.5	663.2	592.2	513	503.3
Montipora_capitata_PredGene_g69789	217.9	220.4	220.9	243.5	218.6	200.2	140.6	211	253	291	199.4	242.9	194.3	226.1
Montipora_capitata_PredGene_g44013	39.4	45.5	51.4	39.1	36	42.2	42.7	36.2	107.7	37.3	45.7	141.1	28.2	26.8
Montipora_capitata_PredGene_g58837	28	31.5	24.2	40.8	29.3	40	22.2	22.7	52.6	33	33	30.2	23.1	34.7
Montipora_capitata_PredGene_g22998	51.8	51.7	54	55.5	63.2	71	44.9	54.5	48.3	54.1	40.8	46.6	59.3	51.4
Montipora_capitata_PredGene_adi2mcaRNA35439_R2	247.9	330.7	327.8	280.5	247.4	283.2	365.2	361.5	139.8	284.6	275.9	315.6	283.7	296.1
Montipora_capitata_PredGene_g35150	95.5	84.8	97.3	93.4	96.8	90.8	73.2	74.9	66.7	91.9	87.4	90.3	70.6	83.4
Montipora_capitata_PredGene_g3519	44.6	90.4	52.7	85.8	55.2	40.1	47.4	54.8	146.8	66.7	105.3	43.2	98.9	48.8
Montipora_capitata_PredGene_g39718	43	32.9	36.5	43.4	36.5	31.2	34.3	49.4	37.7	36.6	34.7	44.4	31.2	33.3
Montipora_capitata_PredGene_g66881	117.7	144.3	141.9	134.4	127.2	131.6	134	130.9	137.3	139.1	134.7	135.2	114.6	150.8
Montipora_capitata_PredGene_g41234	117.3	119.1	117.4	133.6	105.4	117.1	98.4	103.3	116.1	162.4	146.4	107.7	138	136.5
Montipora_capitata_PredGene_g45863	224.5	187.7	201.7	234.7	203.6	169.7	215.3	211.4	490.1	361.5	562	1182	139.9	165.3
Montipora_capitata_PredGene_g20310	11.1	8.3	11.1	9.4	10.6	8.2	12.4	8	6.6	9.6	10.1	12.9	7.4	8.5
Montipora_capitata_PredGene_g21346	90.4	98.1	88.5	112.6	96.2	92.6	98.2	80.5	109	102.2	108.1	74.1	83.5	99.5
Montipora_capitata_PredGene_g55278	15.3	13.9	17.5	13.6	17	16.1	11.5	9.3	20.1	11.4	11.5	7.7	13.3	9.8
Montipora_capitata_PredGene_g64900	202.4	658	540.3	277.7	412.5	322.1	543.8	698.1	364.7	196.6	476.1	284.6	1159.2	580.8
Montipora_capitata_PredGene_g35318	465.6	434.2	461	493.9	474	513.2	395.7	339.7	461.7	464.4	370	352.6	407.4	439.6
Montipora_capitata_PredGene_g17400	42.3	51.9	57.9	42.7	71	41.3	39	37.9	18.4	43.2	48.4	58.2	50.6	44.4
Montipora_capitata_PredGene_g6783	197.6	231.5	224.4	229.5	253.9	237.6	167.2	137.7	231.3	214.3	125.7	173.2	228.6	202.4
Montipora_capitata_PredGene_g18960	26	31.2	24.9	36.7	30.8	25.9	23	26.9	23.6	25.5	27	57.3	26.7	21.1
Montipora_capitata_PredGene_g35246	57.9	69	59	76.2	67.5	59.5	50.6	58	88.8	67.2	53.6	70	68	62.1
Montipora_capitata_PredGene_g67826	41.1	46.8	40	54.1	65.5	58.4	43.8	39.3	39.8	44.9	32.6	37	57.2	43.7
Montipora_capitata_PredGene_g34973	87.2	87.7	88.1	97.7	96.2	95.8	94.1	79.8	84.8	82.2	79.7	70.3	84.8	64
Montipora_capitata_PredGene_g48864	51.1	82.3	75.6	62.7	65.8	60.5	79.8	87.6	51.1	56.9	88.6	63.6	63.8	42.7
Montipora_capitata_PredGene_g55196	16.2	17.6	22.9	14.1	21.4	25.8	20	23.3	13.1	11.7	26.4	23	16.8	17
Montipora_capitata_PredGene_g13093	466.3	489.5	516	499	421.5	489.4	667.9	752	401.7	490.9	620.7	439.5	405.5	408.5
Montipora_capitata_PredGene_g41458	141.1	144.8	151.6	152.1	162.7	131	152	167.1	141.9	146.5	149.4	130.9	135.8	120.9
Montipora_capitata_PredGene_g45444	30.2	38.2	36.6	35.6	29.3	37.7	34	34.5	32.1	38.2	36.5	29	34.3	33.1
Montipora_capitata_PredGene_g10180	30.3	29.1	29.3	34.1	36.1	36.9	24.4	22	38.4	32.3	21.6	21.2	30.9	33.1
Montipora_capitata_PredGene_g58602	18.3	13.6	16.9	16.6	16.9	19	13.3	13.7	29.7	20	16.7	26.9	16.8	18.5
Montipora_capitata_PredGene_adi2mcaRNA18940_R0	202	118	132.2	203.2	187.6	127	138.5	136.9	77.3	167.7	178	78.8	208.8	112
Montipora_capitata_PredGene_g27438	108.4	103.6	119.6	105.8	120.6	88.5	111.1	125	120.8	108.6	153.1	74.1	153.6	114.2
Montipora_capitata_PredGene_g9198	20.5	21.6	21.2	23.7	26.7	20.8	21.6	23.8	21.4	18.6	23.8	20.8	16.8	19
Montipora_capitata_PredGene_g55774	88.9	77	82.9	93.1	90.5	81.5	74.3	80.7	101.2	105.4	92.7	95.8	81	93.3
Montipora_capitata_PredGene_g47575	129.7	148.5	144.8	150.1	109.8	131.7	112.6	117.9	132.1	164.8	131.2	161.5	118.4	140.3
Montipora_capitata_PredGene_g40758	162.8	215.7	231.7	171	209.6	162.5	207.5	191.1	66.8	183.8	258.9	206.5	213.9	223.4
Montipora_capitata_PredGene_g24365	1728.4	1426.1	1876.7	1482.7	1743	1728.4	1889.2	1689.8	1813.1	1376.6	1603	1436.8	1696.6	1584.6
Montipora_capitata_PredGene_adi2mcaRNA2395_R0	27.8	27.9	24.7	35.4	27	28.2	16.7	27.8	24.3	30.5	23.1	18.7	24.4	17.6
Montipora_capitata_PredGene_adi2mcaRNA36621_R2	26.3	27.3	24.7	32.9	29	25.2	26.5	29	24.7	26.3	36	32.3	22.6	23.7
Montipora_capitata_PredGene_g35427	10.1	7.6	11.9	7.3	10.2	8.1	11.8	8.2	10.9	12.5	11.1	10.2	7.9	11.6
Montipora_capitata_PredGene_g66566	43.4	57.2	50.6	55.5	46.8	48.1	51.4	51.6	55.6	63.7	57.9	50.2	36.2	51.4
Montipora_capitata_PredGene_g9978	60.8	58.2	69	57.9	63.5	66.8	63.3	71.1	48.1	54.4	60.1	62.5	52.4	64.4
Montipora_capitata_PredGene_g58844	97.9	122.7	122.4	111.2	112.7	124.2	104	102.4	103.9	102.2	107.9	90.3	91.1	99.9
Montipora_capitata_PredGene_g57216	116.5	98.6	107.3	121.1	146.3	154.7	103.2	88.9	88	119.2	124.6	120.3	101	122.3
Montipora_capitata_PredGene_g42460	27.9	24.3	29	26.5	21.4	25.7	26	32.7	7.4	25.6	20.8	8	23.6	31.1
Montipora_capitata_PredGene_g22994	12.1	11.9	9.6	16.8	17.1	10.1	12.9	12.2	16.7	16.9	12.9	12.4	12.5	14.9
Montipora_capitata_PredGene_adi2mcaRNA22785_R1	8.4	7.3	7.6	9.1	5.2	9.1	6.1	2.6	8	4.1	10.5	13	5	11.1
Montipora_capitata_PredGene_g50891	229.1	259.3	261.8	257.5	249.5	285.1	259.2	208.5	229.6	254.6	224.9	243	208.9	267.3
Montipora_capitata_PredGene_g60133	28.2	39.7	29.5	42.9	31.8	32.6	41.3	34.5	34	42.8	36.9	23.1	29.1	32.7
Montipora_capitata_PredGene_g45391	292.4	250.1	271.5	305.7	206.7	271.1	244.5	237.8	323.4	345.6	257.8	267.9	204.4	262.8
Montipora_capitata_PredGene_g31858	807.9	769.9	851.3	830.7	939.7	836.9	703.8	805.5	932.7	811.6	809.4	972.1	743.2	810.4
Montipora_capitata_PredGene_g46903	339	320.9	350.7	352.6	294.2	333	286.4	253.1	352.8	339.3	242.8	304.6	302.8	301.9
Montipora_capitata_PredGene_g9062	140.2	101.8	125.7	129	115.9	113.3	138.9	123.6	101.5	149.1	163.7	168.1	133	137.9
Montipora_capitata_PredGene_g6256	10.4	10.7	14	9	10.2	12.4	10.1	16.2	8.3	12.4	15	7.4	8.5	4.6
Montipora_capitata_PredGene_g28265	74.8	66	72.1	77.8	72.9	69.2	51.1	66.5	62.1	59.5	46.6	64.9	73.3	57.9
Montipora_capitata_PredGene_g41978	262.2	247.8	239.8	307.6	319.8	292.3	286.7	349.4	260.8	274	240.8	322.1	345.4	313
Montipora_capitata_PredGene_adi2mcaRNA24820_R0	33	40.5	34.9	43.4	38.5	32.9	30	33	28.4	48	33.5	34.9	39.1	35.5
Montipora_capitata_PredGene_g49886	16.1	13	16.9	14.1	18.5	15.8	13.2	14.3	17.2	13.6	14.4	14.3	17.1	12.1
Montipora_capitata_PredGene_g13443	455.4	409.8	394.2	538.8	649	678.2	443.9	448	295	307.6	451.6	219.1	654.5	592.6
Montipora_capitata_PredGene_g30178	265.2	132.6	143.4	278.9	177.2	130.3	217.1	223.9	139.4	211.2	344.5	147.7	223.7	180.7
Montipora_capitata_PredGene_g61708	55.5	39.2	36.3	68.3	51	44.1	32.2	28.9	85	59.3	25.3	42.5	49.2	48.9
Montipora_capitata_PredGene_g33877	65.6	66.1	77.8	63.4	66	66.8	68.1	61.9	84.8	65.1	79.1	81.5	85.2	77.9
Montipora_capitata_PredGene_g34554	45.3	41.2	41.3	51.5	47.2	40.4	44.9	47.8	35.3	39.4	42.9	50.1	34.2	40.3
Montipora_capitata_PredGene_g8685	313.6	353.7	369	342.2	275.5	300.1	283.6	223.6	440.9	364.2	317.1	329.2	294.6	333.9
Montipora_capitata_PredGene_g37211	904.3	841.6	955.3	908.5	855.2	889.4	943.8	1126.9	1168.7	830.4	929.5	988.8	791.6	768.4
Montipora_capitata_PredGene_g22543	124.3	122.2	136.4	127	129.9	129.2	136.1	126.6	122	118	123.7	122.2	116.4	114.1
Montipora_capitata_PredGene_g23303	10.2	12.3	11.5	12.4	7	13.3	9.4	10.8	8	9.8	9.8	19.5	9.9	13.7
Montipora_capitata_PredGene_g24466	80.4	69.9	79.7	80.5	68.3	84.6	78.5	66.3	40.5	59.4	62.8	57.1	71.6	74.6
Montipora_capitata_PredGene_g36011	25.1	38.3	37.4	29.3	28.6	34.6	46	41.9	27.1	36.3	37.2	23.7	30.6	28.8
Montipora_capitata_PredGene_g42282	8	8.9	7.5	10.8	7.6	8.4	4.6	6.4	6.6	4.3	6.2	7.5	6.5	11.3
Montipora_capitata_PredGene_g15968	450.1	442.9	491.5	463.6	445.9	471.5	491.1	483.1	428.5	399.6	377.5	446.7	407.5	406.4
Montipora_capitata_PredGene_g25400	71.5	75	82.1	74.5	104.6	94.2	68.8	80	93.2	70.9	59.3	150.3	63	63.5
Montipora_capitata_PredGene_g51660	203	219.5	226.2	225.3	190.2	220.4	213.4	195.2	125.2	223	179.4	106.5	200.5	189.4
Montipora_capitata_PredGene_g1017	69.1	59.4	63.3	74.1	75.6	78.5	69.3	61.9	100.5	65.1	53.7	29.6	73.2	58.9
Montipora_capitata_PredGene_g40341	322.5	275.5	328.2	310	402.2	357.4	309	318.9	323.5	271.8	258.3	321.1	319.9	269.1
Montipora_capitata_PredGene_adi2mcaRNA12669_R0	606.8	553.3	643.5	596.8	600.3	599.4	600.3	633.1	624.1	578.1	556.2	598	514.9	562.6
Montipora_capitata_PredGene_g28596	81.9	77.9	79.9	91.4	84.5	88	92.3	88.8	68.2	80.2	79.4	40.7	99.6	86.2
Montipora_capitata_PredGene_g23131	35.6	28.5	33.5	34.7	31.8	32	32	28.1	27.1	59.5	41.2	44.2	40.5	49.5
Montipora_capitata_PredGene_g12782	2044	2035.8	2289.9	2084.1	1823.5	2097.1	1884.9	1763.4	2405.7	1676.5	1721	2302.8	1608.8	1994.1
Montipora_capitata_PredGene_g3548	217.3	160.1	172.7	231.1	255.4	200.8	228.9	216.5	134.8	172.7	293.8	132.9	183.2	120.6
Montipora_capitata_PredGene_g34544	44.6	57	48.3	60.4	54.2	47.8	42.3	60.1	57.4	41.2	57.1	63.7	46.2	46.6
Montipora_capitata_PredGene_g54489	119.1	90.7	115.1	107.6	112.4	102.9	105.7	128.1	84.3	121.8	109.8	106.6	116.9	121.4
Montipora_capitata_PredGene_g18819	20.8	17.7	18.9	22.4	20.3	20.6	23.2	28.5	20.3	15.2	17	18.6	21.2	13.3
Montipora_capitata_PredGene_g54598	123.5	135.2	132.6	144.5	174.9	140.5	127	129.2	141.3	154.8	170.2	168.1	144.6	139
Montipora_capitata_PredGene_g50541	546.5	424.1	498.1	534.8	511.3	486.1	522.4	489.3	387	427.9	491.8	436.6	609.2	534
Montipora_capitata_PredGene_adi2mcaRNA12399_R0	33.9	35.7	38.6	36.1	44.8	34.9	43.4	46.8	13.9	48.7	45.5	32.4	46.7	41.8
Montipora_capitata_PredGene_g33868	183.5	184.4	211	184.1	181.7	171	239.4	292.4	241.8	177.9	243.4	264.1	148.9	164.7
Montipora_capitata_PredGene_g1927	275.8	213.1	271.1	249.1	236.8	213.1	296	298.5	360.8	281.7	392.2	332.6	226.7	243.4
Montipora_capitata_PredGene_g28531	65.3	67.6	66.4	76.4	84.5	79.3	59.3	61.7	62.2	69.7	92.4	83.6	70.8	60.5
Montipora_capitata_PredGene_g16305	23.2	34.9	28.6	32.6	23.7	30.5	28	28.6	21.4	28.4	23.8	29	29.5	19.3
Montipora_capitata_PredGene_g27927	126.1	108.8	132.8	118.8	162.2	146	122.5	132.9	157.2	85	102.9	177.5	115.4	130.3
Montipora_capitata_PredGene_g33570	123.3	99	105.6	132.8	100.1	84.8	91.4	122	123.7	133.8	130	121.1	103.6	105.6
Montipora_capitata_PredGene_g66648	249.5	248.4	267.4	266.8	197.7	210.7	255.3	262.1	236.1	270.8	267.2	223.2	233.2	223
Montipora_capitata_PredGene_g43069	440.4	386.1	369.7	530	474	514.1	422.2	523.5	409.4	417.8	495.2	366	474.7	390
Montipora_capitata_PredGene_g65957	36.8	28.7	31.7	38.4	42.7	35	18.6	18.8	34.5	38.2	24	35.8	34.7	35.7
Montipora_capitata_PredGene_g37219	59.2	51.2	56	62.3	45.6	57.5	48.6	53.4	58.7	61.4	56.8	51.2	48.3	53.9
Montipora_capitata_PredGene_g64768	225.6	227.1	248.5	237.8	276.8	290.4	233.2	260.6	244.8	187.2	193.1	395.1	191.7	275.3
Montipora_capitata_PredGene_g27418	179	133.1	139	197.7	153.9	134.7	122.5	124	146.8	176.3	119.8	125.9	143.8	152.6
Montipora_capitata_PredGene_g5052	76.3	70.9	71.7	87.1	90.4	80.4	80.6	91.7	79.9	95.2	85.5	85.5	92.8	87.8
Montipora_capitata_PredGene_g65050	135	125.7	123.2	158.8	189.7	169.3	131	137.3	112.9	132.5	119.1	136.6	128.9	126.4
